"Transcript_id","MEROPS_id","NR_besthit","NR_taxonomy","Phylum","Class","func_group"
"H4_Bulk_46_scaffold_45925_1","MER0065537_M48C","AUN37203.1 peptidase M48 Ste24p ","uncultured bacterium","","","M"
"H4_Bulk_46_scaffold_45930_1","MER0239579_S41A","WP_076343622.1 tail-specific protease ","Paludisphaera borealis","Planctomycetes","Planctomycetia","S"
"H4_Bulk_46_scaffold_46185_1","MER0407412_S01C","OLB72848.1 serine peptidase ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_46_scaffold_4626_3","MER0283167_S41A","WP_044426264.1 S41 family peptidase ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_46_scaffold_4851_1","MER0877058_M41","WP_052387817.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ","Dactylosporangium aurantiacum","Actinobacteria","Actinobacteria","M"
"H4_Bulk_46_scaffold_4935_1","MER0300681_M41","REJ79533.1 ATP-dependent zinc metalloprotease FtsH ","Acidobacteria bacterium","Acidobacteria","","M"
"H4_Bulk_46_scaffold_5047_1","MER0300681_M41","KXK05479.1 membrane protease FtsH catalytic subunit ","Acidobacteria bacterium OLB17","Acidobacteria","","M"
"H4_Bulk_46_scaffold_5086_1","MER0320979_M28X","PYV02365.1 peptidase M28 ","Acidobacteria bacterium","Acidobacteria","","M"
"H4_Bulk_46_scaffold_5239_1","MER0100619_M41","WP_114945995.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ","Microvirga sp. CCBAU 65841","Proteobacteria","Alphaproteobacteria","M"
"H4_Bulk_46_scaffold_5254_2","MER0399896_C39","WP_057851240.1 peptidase domain-containing ABC transporter ","Bradyrhizobium valentinum","Proteobacteria","Alphaproteobacteria","C"
"H4_Bulk_46_scaffold_5271_2","MER0072554_M17","ALI36169.1 Cytosol aminopeptidase ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","M"
"H4_Bulk_46_scaffold_5282_1","MER0100619_M41","WP_027579732.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ","Bradyrhizobium sp. Ai1a-2","Proteobacteria","Alphaproteobacteria","M"
"H4_Bulk_46_scaffold_5619_2","MER0314634_S53","PYX38513.1 peptidase S53 ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_46_scaffold_5721_2","MER0117120_S41A","WP_091968397.1 S41 family peptidase ","Methylobacterium gossipiicola","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_46_scaffold_5737_1","MER0993274_S09A","RKU07219.1 oligopeptidase B ","Candidatus Poribacteria bacterium","Candidatus Poribacteria","","S"
"H4_Bulk_46_scaffold_5746_1","MER0338392_S41A","AUN37316.1 carboxyl-terminal protease ","uncultured bacterium","","","S"
"H4_Bulk_46_scaffold_6103_3","MER0074247_C82A","WP_106943326.1 L,D-transpeptidase ","Bradyrhizobium sp. MOS002","Proteobacteria","Alphaproteobacteria","C"
"H4_Bulk_46_scaffold_6169_2","MER0145364_S26A","WP_029967785.1 MULTISPECIES: signal peptidase I ","Burkholderiaceae","Proteobacteria","Betaproteobacteria","S"
"H4_Bulk_46_scaffold_6471_2","MER0407597_S01E","PYS22204.1 peptidase S1 ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_46_scaffold_67973_3","MER0153091_M48C","WP_112661729.1 peptidase M48 ","Microvirga sp. c27j1","Proteobacteria","Alphaproteobacteria","M"
"H4_Bulk_46_scaffold_68749_1","MER0337755_S41A","WP_011800337.1 S41 family peptidase ","Polaromonas naphthalenivorans","Proteobacteria","Betaproteobacteria","S"
"H4_Bulk_46_scaffold_6923_1","MER0130341_S41A","WP_074306459.1 tail-specific protease ","Singulisphaera sp. GP187","Planctomycetes","Planctomycetia","S"
"H4_Bulk_46_scaffold_7019_1","MER0100619_M41","WP_027134335.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ","Geminicoccus roseus","Proteobacteria","Alphaproteobacteria","M"
"H4_Bulk_46_scaffold_7045_1","MER0336965_S41A","PWT70867.1 tail-specific protease ","Bacteroidetes bacterium","Bacteroidetes","","S"
"H4_Bulk_46_scaffold_7063_2","MER0091734_S26A","WP_027515268.1 MULTISPECIES: signal peptidase I ","Bradyrhizobium","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_46_scaffold_7063_3","MER0176697_U62","WP_007605058.1 MULTISPECIES: metalloprotease TldD ","Bradyrhizobium","Proteobacteria","Alphaproteobacteria","U"
"H4_Bulk_46_scaffold_7246_1","MER0092279_S41B","PYR77966.1 peptidase S9 ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_46_scaffold_7289_2","MER0128115_S08A","PYR92260.1 serine protease ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_46_scaffold_7450_1","MER0082887_C60X","SDS87437.1 LPXTG-site transpeptidase (sortase) family protein ","Friedmanniella luteola","Actinobacteria","Actinobacteria","C"
"H4_Bulk_46_scaffold_7613_1","MER0326053_S09A","OYD13931.1 oligopeptidase B ","candidate division WOR-3 bacterium JGI_Cruoil_03_44_89","candidate division WOR-3","","S"
"H4_Bulk_46_scaffold_78242_2","MER0034443_C56","PYR90805.1 protease ","Acidobacteria bacterium","Acidobacteria","","C"
"H4_Bulk_46_scaffold_7850_1","MER0803017_M20F","PYP51279.1 peptidase M20 ","Gemmatimonadetes bacterium","Gemmatimonadetes","","M"
"H4_Bulk_46_scaffold_8005_2","MER0178978_M04","OFV87982.1 peptidase M4 ","Acidobacteria bacterium RBG_16_68_9","Acidobacteria","","M"
"H4_Bulk_46_scaffold_8035_2","MER0196494_S01B","RFC51961.1 serine protease, S1-C subfamily, contains C-terminal PDZ domain/serine protease, S1-C subfamily ","Verrucomicrobia bacterium","Verrucomicrobia","","S"
"H4_Bulk_46_scaffold_8035_3","MER0196494_S01B","RFC51961.1 serine protease, S1-C subfamily, contains C-terminal PDZ domain/serine protease, S1-C subfamily ","Verrucomicrobia bacterium","Verrucomicrobia","","S"
"H4_Bulk_46_scaffold_8211_2","MER0334064_S26A","OGO53293.1 signal peptidase I ","Chloroflexi bacterium RBG_16_68_14","Chloroflexi","","S"
"H4_Bulk_46_scaffold_8715_5","MER0150277_M23B","WP_110450734.1 M23 family metallopeptidase ","Phenylobacterium sp. HYN0004","Proteobacteria","Alphaproteobacteria","M"
"H4_Bulk_46_scaffold_8781_1","MER0052429_S01C","PYR63703.1 protease Do ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_46_scaffold_8840_1","MER0962725_S01C","OJW21487.1 serine protease ","Planctomycetales bacterium 71-10","Planctomycetes","Planctomycetia","S"
"H4_Bulk_46_scaffold_8854_2","MER0128846_S08A","WP_119051198.1 S8 family peptidase ","Pseudoflavitalea sp. 5GH32-13","Bacteroidetes","Chitinophagia","S"
"H4_Bulk_46_scaffold_8958_1","MER0117821_S41A","WP_119393148.1 S41 family peptidase ","Phyllobacteriaceae bacterium SYSU D60012","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_46_scaffold_9149_1","MER0962725_S01C","OJW21487.1 serine protease ","Planctomycetales bacterium 71-10","Planctomycetes","Planctomycetia","S"
"H4_Bulk_46_scaffold_9213_1","MER0963901_S01B","OLB70704.1 serine protease ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_46_scaffold_9394_1","MER0336965_S41A","SHE92669.1 carboxyl-terminal processing protease ","Flavisolibacter ginsengisoli DSM 18119","Bacteroidetes","Chitinophagia","S"
"H4_Bulk_46_scaffold_9536_2","MER0337173_S41A","WP_114772696.1 S41 family peptidase ","Microvirga subterranea","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_46_scaffold_9630_1","MER0389902_S53","WP_054969496.1 peptidase S53 ","Alicyclobacillus ferrooxydans","Firmicutes","Bacilli","S"
"H4_Bulk_46_scaffold_9708_1","MER0108615_S01C","PWU00571.1 peptidase S1 ","Solibacteres bacterium","Acidobacteria","Acidobacteriia","S"
"H4_Bulk_46_scaffold_9725_1","MER0015471_S54","WP_072835248.1 rhomboid family intramembrane serine protease ","Flavisolibacter ginsengisoli","Bacteroidetes","Chitinophagia","S"
"H4_Bulk_46_scaffold_9795_1","MER0407412_S01C","OLB72848.1 serine peptidase ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_46_scaffold_982_2","MER0074331_T01X","WP_044429242.1 peptidase ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","T"
"H4_Bulk_46_scaffold_9845_1","MER0337792_S41A","PYR49034.1 S41 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_46_scaffold_9944_2","MER0408315_S01C","WP_083713219.1 trypsin-like serine protease ","Paludisphaera borealis","Planctomycetes","Planctomycetia","S"
"H4_Bulk_46_scaffold_9980_1","MER0407412_S01C","OLB72848.1 serine peptidase ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_46_scaffold_9994_1","MER0283204_S41A","PYT31409.1 S41 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_47_scaffold_10167_1","MER0067698_S11","OLB70206.1 D-alanyl-D-alanine carboxypeptidase ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_10278_1","MER0962725_S01C","OJW21487.1 serine protease ","Planctomycetales bacterium 71-10","Planctomycetes","Planctomycetia","S"
"H4_Bulk_47_scaffold_103236_1","MER0051075_S01C","PYP45152.1 protease ","Gemmatimonadetes bacterium","Gemmatimonadetes","","S"
"H4_Bulk_47_scaffold_10811_2","MER0895195_C56","PZR27420.1 protease ","Citrobacter freundii","Proteobacteria","Gammaproteobacteria","C"
"H4_Bulk_47_scaffold_10901_2","MER1046987_S26A","WP_101370308.1 signal peptidase I ","Plantactinospora sp. CNZ320","Actinobacteria","Actinobacteria","S"
"H4_Bulk_47_scaffold_11075_1","MER0221352_S33","STW05890.1 proline iminopeptidase ","Klebsiella oxytoca","Proteobacteria","Gammaproteobacteria","S"
"H4_Bulk_47_scaffold_11762_1","MER0858151_M32","PWU24860.1 carboxypeptidase ","Candidatus Rokubacteria bacterium","Candidatus Rokubacteria","","M"
"H4_Bulk_47_scaffold_11866_1","MER0315640_M16B","PYQ98209.1 peptidase M16 ","Acidobacteria bacterium","Acidobacteria","","M"
"H4_Bulk_47_scaffold_11948_3","MER0247450_M42","WP_028057594.1 M42 family peptidase ","Solirubrobacter sp. URHD0082","Actinobacteria","Thermoleophilia","M"
"H4_Bulk_47_scaffold_12275_1","MER0038789_S01C","PWT72888.1 serine protease ","Bacteroidetes bacterium","Bacteroidetes","","S"
"H4_Bulk_47_scaffold_12307_1","MER0174497_M28F","WP_025409850.1 M28 family peptidase ","Gemmatirosa kalamazoonesis","Gemmatimonadetes","Gemmatimonadetes","M"
"H4_Bulk_47_scaffold_12471_1","MER0141845_M64","PYQ97993.1 peptidase M64 ","Acidobacteria bacterium","Acidobacteria","","M"
"H4_Bulk_47_scaffold_12598_1","MER0182299_S01C","PYX76428.1 peptidase S1 ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_47_scaffold_12702_2","MER0024681_C56","OLE24014.1 peptidase ","Actinobacteria bacterium 13_1_20CM_3_71_11","Actinobacteria","","C"
"H4_Bulk_47_scaffold_12750_2","MER0088776_M24A","WP_036334360.1 type I methionyl aminopeptidase ","Modestobacter caceresii","Actinobacteria","Actinobacteria","M"
"H4_Bulk_47_scaffold_1278_2","MER0211898_M41","KRT62723.1 metalloprotease FtsH, cell division protease FtsH ","Chloroflexi bacterium CSP1-4","Chloroflexi","","M"
"H4_Bulk_47_scaffold_12798_1","MER0508929_S41A","WP_028969510.1 S41 family peptidase ","Sphingomonas sp. URHD0057","","","S"
"H4_Bulk_47_scaffold_1295_2","MER0966865_S01C","AGB25077.1 trypsin-like serine protease with C-terminal PDZ domain ","Mycobacterium sp. JS623","Actinobacteria","Actinobacteria","S"
"H4_Bulk_47_scaffold_13158_2","MER0889480_M48C","WP_007414475.1 M48 family peptidase ","Pedosphaera parvula","","","M"
"H4_Bulk_47_scaffold_13187_2","MER0301975_S49X","WP_104518890.1 signal peptide peptidase SppA ","Rhodopila globiformis","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_13279_2","MER0096899_S14","WP_088282811.1 MULTISPECIES: ATP-dependent Clp protease proteolytic subunit ","Kineosporia","Actinobacteria","Actinobacteria","S"
"H4_Bulk_47_scaffold_13399_2","MER1072535_S49C","REH48323.1 regulator of protease activity HflC (stomatin/prohibitin superfamily) ","Kutzneria buriramensis","Actinobacteria","Actinobacteria","S"
"H4_Bulk_47_scaffold_13427_2","MER0153558_C82A","WP_081914183.1 murein L,D-transpeptidase ","Rhizobiales bacterium YIM 77505","","","C"
"H4_Bulk_47_scaffold_1396_2","MER0283846_S16","KXK20115.1 ATP-dependent protease La ","Chloroflexi bacterium OLB15","Chloroflexi","","S"
"H4_Bulk_47_scaffold_14025_1","MER0068057_S01C","PYR92876.1 peptidase S1 ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_47_scaffold_1456_1","MER0075236_M24B","WP_123223143.1 aminopeptidase P family protein ","Marmoricola pocheonensis","Actinobacteria","Actinobacteria","M"
"H4_Bulk_47_scaffold_14836_1","MER0235882_S41A","PYQ63155.1 S41 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_47_scaffold_14945_1","MER0407412_S01C","OLB72848.1 serine peptidase ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_15165_1","MER0889452_M48C","OWK37457.1 Zn-dependent protease with chaperone function ","Fimbriiglobus ruber","Planctomycetes","Planctomycetia","M"
"H4_Bulk_47_scaffold_15203_2","MER0138064_C15","WP_030890575.1 pyroglutamyl-peptidase I ","Streptomyces varsoviensis","Actinobacteria","Actinobacteria","C"
"H4_Bulk_47_scaffold_15236_1","MER0062937_S08A","XP_011094506.1 probable cysteine protease RD19D ","Sesamum indicum","Streptophyta","Magnoliopsida","S"
"H4_Bulk_47_scaffold_15251_1","MER0183845_S01C","WP_116460005.1 trypsin-like serine protease ","Bradyrhizobiaceae bacterium","","","S"
"H4_Bulk_47_scaffold_15563_1","MER0488759_S01A","WP_056027294.1 trypsin-like serine protease ","Cellulomonas sp. Leaf395","Actinobacteria","Actinobacteria","S"
"H4_Bulk_47_scaffold_16093_2","MER0283581_S01C","WP_086087184.1 serine protease ","Pseudorhodoplanes sinuspersici","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_16391_1","MER0283846_S16","GAN76841.1 Lon protease ATP-dependent ","Acidisphaera rubrifaciens HS-AP3","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_16666_1","MER0178978_M04","WP_116478351.1 peptidase M4 family protein ","candidate division NC10 bacterium","","","M"
"H4_Bulk_47_scaffold_1676_1","MER0877058_M41","WP_084181331.1 ATP-dependent zinc metalloprotease FtsH ","Jatrophihabitans endophyticus","Actinobacteria","Actinobacteria","M"
"H4_Bulk_47_scaffold_17141_1","MER0336965_S41A","SHE92669.1 carboxyl-terminal processing protease ","Flavisolibacter ginsengisoli DSM 18119","Bacteroidetes","Chitinophagia","S"
"H4_Bulk_47_scaffold_17924_1","MER0962725_S01C","OJW21487.1 serine protease ","Planctomycetales bacterium 71-10","Planctomycetes","Planctomycetia","S"
"H4_Bulk_47_scaffold_17945_1","MER0965778_S01B","AUN37561.1 serine protease ","uncultured bacterium","","","S"
"H4_Bulk_47_scaffold_17959_2","MER0504093_S41A","WP_053225876.1 S41 family peptidase ","Solirubrobacter soli","Actinobacteria","Thermoleophilia","S"
"H4_Bulk_47_scaffold_18550_1","MER0283581_S01C","WP_044427740.1 serine protease ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_18812_2","MER0197781_S11","WP_044432082.1 D-alanyl-D-alanine carboxypeptidase ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_18955_2","MER0246861_S26A","RIK30919.1 signal peptidase I ","Chloroflexi bacterium","Chloroflexi","","S"
"H4_Bulk_47_scaffold_19448_1","MER0079762_C82A","WP_081914183.1 murein L,D-transpeptidase ","Rhizobiales bacterium YIM 77505","","","C"
"H4_Bulk_47_scaffold_19599_1","MER0065537_M48C","PWT99679.1 peptidase M48 ","Solibacteres bacterium","Acidobacteria","Acidobacteriia","M"
"H4_Bulk_47_scaffold_19621_1","MER0088498_M48C","RMH21687.1 peptidase M48 ","Acidobacteria bacterium","Acidobacteria","","M"
"H4_Bulk_47_scaffold_1965_2","MER0014673_M41","WP_051794289.1 ATP-dependent zinc metalloprotease FtsH ","Kibdelosporangium aridum","Actinobacteria","Actinobacteria","M"
"H4_Bulk_47_scaffold_19858_1","MER1080182_S54","WP_085870473.1 MULTISPECIES: rhomboid family intramembrane serine protease ","Nocardioides","Actinobacteria","Actinobacteria","S"
"H4_Bulk_47_scaffold_19880_1","MER0338392_S41A","PYT14745.1 carboxyl-terminal protease ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_47_scaffold_1996_1","MER0963813_S01B","PRP82453.1 pro-apoptotic serine protease ","Planoprotostelium fungivorum","Evosea","Variosea","S"
"H4_Bulk_47_scaffold_20454_2","MER0065537_M48C","PWT99679.1 peptidase M48 ","Solibacteres bacterium","Acidobacteria","Acidobacteriia","M"
"H4_Bulk_47_scaffold_20541_1","MER0065537_M48C","PYQ38070.1 peptidase M48 ","Acidobacteria bacterium","Acidobacteria","","M"
"H4_Bulk_47_scaffold_20646_1","MER0288521_S41A","PZR25183.1 tail-specific protease ","Citrobacter freundii","Proteobacteria","Gammaproteobacteria","S"
"H4_Bulk_47_scaffold_20669_1","MER0966865_S01C","WP_056559624.1 trypsin-like serine protease ","Mycobacterium sp. Root135","Actinobacteria","Actinobacteria","S"
"H4_Bulk_47_scaffold_20670_1","MER0284765_S08A","WP_081145116.1 peptidase S8 ","Niastella vici","Bacteroidetes","Chitinophagia","S"
"H4_Bulk_47_scaffold_20751_1","MER0285391_M48C","WP_018612121.1 M48 family peptidase ","Segetibacter koreensis","Bacteroidetes","Chitinophagia","M"
"H4_Bulk_47_scaffold_20867_1","MER0150291_C82A","WP_009490987.1 murein L,D-transpeptidase ","Microvirga lotononidis","Proteobacteria","Alphaproteobacteria","C"
"H4_Bulk_47_scaffold_21008_1","MER0461549_C82A","RLT55224.1 murein L,D-transpeptidase ","Chloroflexi bacterium","Chloroflexi","","C"
"H4_Bulk_47_scaffold_21258_1","MER0307081_S41A","WP_115693009.1 S41 family peptidase ","Pseudolabrys taiwanensis","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_21471_1","MER0283167_S41A","WP_044426264.1 S41 family peptidase ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_21628_1","MER0080827_S41B","WP_081126126.1 protease ","Metallibacterium scheffleri","Proteobacteria","Gammaproteobacteria","S"
"H4_Bulk_47_scaffold_21641_1","MER0132402_S01C","WP_107569954.1 trypsin-like serine protease ","Conexibacter sp. Seoho-28","Actinobacteria","Thermoleophilia","S"
"H4_Bulk_47_scaffold_21643_1","MER0288718_S41A","WP_051531640.1 S41 family peptidase ","Sphingomonas sp. URHD0057","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_21964_2","MER0178978_M04","WP_123220900.1 peptidase M4 family protein ","Marmoricola pocheonensis","Actinobacteria","Actinobacteria","M"
"H4_Bulk_47_scaffold_22396_1","MER0337755_S41A","WP_086922610.1 S41 family peptidase ","Variovorax sp. JS1663","Proteobacteria","Betaproteobacteria","S"
"H4_Bulk_47_scaffold_22937_2","MER0061775_C82A","WP_081914183.1 murein L,D-transpeptidase ","Rhizobiales bacterium YIM 77505","","","C"
"H4_Bulk_47_scaffold_22938_1","MER0075547_M36","PYT43543.1 peptidase M36 ","Acidobacteria bacterium","Acidobacteria","","M"
"H4_Bulk_47_scaffold_23013_1","MER0132402_S01C","WP_114794626.1 trypsin-like serine protease ","Gaiella occulta","Actinobacteria","Rubrobacteria","S"
"H4_Bulk_47_scaffold_23168_1","MER0060883_S41A","WP_028061658.1 S41 family peptidase ","Solirubrobacter sp. URHD0082","Actinobacteria","Thermoleophilia","S"
"H4_Bulk_47_scaffold_23301_1","MER0819951_M03A","WP_079605349.1 M3 family peptidase ","Bradyrhizobium erythrophlei","Proteobacteria","Alphaproteobacteria","M"
"H4_Bulk_47_scaffold_23566_1","MER0822869_M04","WP_111002439.1 M4 family peptidase ","Streptomyces sp. NTH33","Actinobacteria","Actinobacteria","M"
"H4_Bulk_47_scaffold_23802_1","MER0144680_S41A","WP_027300404.1 S41 family peptidase ","Rhodospirillales bacterium URHD0088","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_23844_2","MER0462499_C82B","WP_048467410.1 L,D-transpeptidase ","Methylobacterium aquaticum","Proteobacteria","Alphaproteobacteria","C"
"H4_Bulk_47_scaffold_24455_1","MER0835383_M14A","RMZ93185.1 carboxypeptidase B-like ","Brachionus plicatilis","Rotifera","Monogononta","M"
"H4_Bulk_47_scaffold_25368_1","MER0153558_C82A","WP_114770843.1 murein L,D-transpeptidase ","Microvirga subterranea","Proteobacteria","Alphaproteobacteria","C"
"H4_Bulk_47_scaffold_25431_1","MER0235882_S41A","PYT31409.1 S41 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_47_scaffold_25497_1","MER0304952_S41A","WP_028061658.1 S41 family peptidase ","Solirubrobacter sp. URHD0082","Actinobacteria","Thermoleophilia","S"
"H4_Bulk_47_scaffold_26000_1","MER0105103_S49B","PYR88388.1 signal peptide peptidase SppA ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_47_scaffold_26006_1","MER0065564_M28D","PYR41866.1 peptidase M28 ","Acidobacteria bacterium","Acidobacteria","","M"
"H4_Bulk_47_scaffold_26240_1","MER0469854_M15C","WP_123235723.1 M15 family peptidase ","Marmoricola solisilvae","Actinobacteria","Actinobacteria","M"
"H4_Bulk_47_scaffold_26863_2","MER0150388_C82B","SFU68358.1 Lipoprotein-anchoring transpeptidase ErfK/SrfK ","Methylobacterium sp. 174MFSha1.1","Proteobacteria","Alphaproteobacteria","C"
"H4_Bulk_47_scaffold_27309_1","MER0124112_C82A","RLT55224.1 murein L,D-transpeptidase ","Chloroflexi bacterium","Chloroflexi","","C"
"H4_Bulk_47_scaffold_27325_2","MER0296331_M48B","OLD97949.1 zinc metalloprotease HtpX ","Actinobacteria bacterium 13_1_20CM_4_69_9","Actinobacteria","","M"
"H4_Bulk_47_scaffold_27817_1","MER0348838_M48B","WP_007514779.1 MULTISPECIES: zinc metalloprotease HtpX ","Frankia","Actinobacteria","Actinobacteria","M"
"H4_Bulk_47_scaffold_27853_1","MER0129226_S08A","ALI34875.1 Alkaline protease precursor ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","S"
"H4_Bulk_47_scaffold_28090_1","MER0427651_A28B","PVZ17935.1 aspartyl protease ","Sphingomonas sp. URHD0007","Proteobacteria","Alphaproteobacteria","A"
"H4_Bulk_47_scaffold_28157_1","MER0259416_M28X","WP_090721121.1 M28 family peptidase ","Nitrosomonas sp. Nm166","Proteobacteria","Betaproteobacteria","M"
"H4_Bulk_47_scaffold_28162_1","MER0132402_S01C","WP_107569954.1 trypsin-like serine protease ","Conexibacter sp. Seoho-28","Actinobacteria","Thermoleophilia","S"
"H4_Bulk_47_scaffold_28366_1","MER0077527_M28A","WP_084469912.1 M28 family peptidase ","Amycolatopsis benzoatilytica","Actinobacteria","Actinobacteria","M"
"H4_Bulk_47_scaffold_28519_1","MER0963901_S01B","OLB70704.1 serine protease ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_28810_1","MER0963901_S01B","OLB70704.1 serine protease ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_28905_2","MER0283581_S01C","WP_027565642.1 serine protease ","Bradyrhizobium sp. URHA0013","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_29253_1","MER0211350_S01C","ALI36470.1 Putative serine protease HhoA precursor ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","S"
"H4_Bulk_47_scaffold_2929_2","MER0407412_S01C","OLB72848.1 serine peptidase ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_29417_1","MER1014656_S49C","OGO58424.1 ATP-dependent Clp protease proteolytic subunit ","Chloroflexi bacterium RBG_16_69_14","Chloroflexi","","S"
"H4_Bulk_47_scaffold_29864_1","MER0027581_S41A","WP_027537303.1 S41 family peptidase ","Bradyrhizobium sp. URHA0002","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_30069_2","MER0091734_S26A","WP_104518792.1 signal peptidase I ","Rhodopila globiformis","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_3022_1","MER0497521_M06","WP_052386584.1 peptidase M6 immune inhibitor A ","Dactylosporangium aurantiacum","","","M"
"H4_Bulk_47_scaffold_30592_2","MER0046969_M23B","WP_105502722.1 M23 family metallopeptidase ","Candidatus Sulfopaludibacter sp. SbA3","","","M"
"H4_Bulk_47_scaffold_31117_1","MER0283204_S41A","WP_031496935.1 S41 family peptidase ","Bryobacter aggregatus","Acidobacteria","Acidobacteriia","S"
"H4_Bulk_47_scaffold_31246_2","MER0895195_C56","ODT93044.1 protease ","Sphingobacteriales bacterium SCN 48-20","Bacteroidetes","Sphingobacteriia","C"
"H4_Bulk_47_scaffold_31591_1","MER0408315_S01C","WP_015249673.1 trypsin-like serine protease ","Singulisphaera acidiphila","Planctomycetes","Planctomycetia","S"
"H4_Bulk_47_scaffold_31640_1","MER0239579_S41A","WP_074306459.1 tail-specific protease ","Singulisphaera sp. GP187","Planctomycetes","Planctomycetia","S"
"H4_Bulk_47_scaffold_31688_1","MER0302096_M49","PYR91502.1 peptidase M49 ","Acidobacteria bacterium","Acidobacteria","","M"
"H4_Bulk_47_scaffold_31688_2","MER0051269_M49","PYR91503.1 peptidase M49 ","Acidobacteria bacterium","Acidobacteria","","M"
"H4_Bulk_47_scaffold_31832_1","MER0407412_S01C","SHH88161.1 serine protease Do ","Bradyrhizobium erythrophlei","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_32011_1","MER0096899_S14","WP_056673697.1 ATP-dependent Clp protease proteolytic subunit ","Angustibacter sp. Root456","Actinobacteria","Actinobacteria","S"
"H4_Bulk_47_scaffold_32396_1","MER0463669_C82A","PRZ39098.1 lipoprotein-anchoring transpeptidase ErfK/SrfK ","Antricoccus suffuscus","Actinobacteria","Actinobacteria","C"
"H4_Bulk_47_scaffold_32838_1","MER0100845_C82B","WP_081914287.1 L,D-transpeptidase ","Rhizobiales bacterium YIM 77505","Proteobacteria","Alphaproteobacteria","C"
"H4_Bulk_47_scaffold_32972_2","MER0320626_S51","WP_061928183.1 peptidase S51 ","Streptomyces bungoensis","Actinobacteria","Actinobacteria","S"
