transcript_id,MEROPS_id,pid_vs_MEROPS,eval_vs_MEROPS,bitscore_vs_MEROPS,NR_accession,pid_vs_NR,eval_vs_NR,bitscore_vs_NR,NR_besthit,NR_taxonomy
H4_Bulk_Litter_24_scaffold_21383_1,MER0325310_S08B,39.8,3.60E-65,247.3,PRP87728.1,48.5,2.90E-78,302,PRP87728.1 peptidase ,Planoprotostelium fungivorum
H4_Bulk_Litter_24_scaffold_21460_1,MER0287210_M50B,47.8,2.80E-08,57,PWT98596.1,68.6,2.50E-47,198,PWT98596.1 site-2 protease family protein ,Solibacteres bacterium
H4_Bulk_Litter_24_scaffold_21536_3,MER0461846_C82B,88.5,1.10E-35,147.1,WP_011316185.1,88.5,2.80E-32,147.1,"WP_011316185.1 L,D-transpeptidase ",Nitrobacter winogradskyi
H4_Bulk_Litter_24_scaffold_22052_2,MER0462809_C82B,72.5,2.40E-86,317,WP_079564441.1,75.2,3.30E-91,344.4,"WP_079564441.1 L,D-transpeptidase ",Bradyrhizobium erythrophlei
H4_Bulk_Litter_24_scaffold_22313_1,MER0132402_S01C,53.2,2.00E-93,341.3,WP_107569954.1,65.5,8.30E-122,446.8,WP_107569954.1 trypsin-like serine protease ,Conexibacter sp. Seoho-28
H4_Bulk_Litter_24_scaffold_22991_1,MER0504032_S08X,30.2,5.60E-30,130.6,WP_108251661.1,51,1.30E-106,396.4,WP_108251661.1 peptidase S53 ,Microbacteriaceae bacterium 13S1-3
H4_Bulk_Litter_24_scaffold_23049_1,MER0337792_S41A,41.1,3.10E-67,254.2,PYR49034.1,83.3,1.80E-182,648.3,PYR49034.1 S41 family peptidase ,Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_23442_1,MER0962725_S01C,53.8,3.80E-108,390.2,OJW21487.1,53.3,2.00E-107,399.1,OJW21487.1 serine protease ,Planctomycetales bacterium 71-10
H4_Bulk_Litter_24_scaffold_23461_1,MER0065537_M48C,56.2,5.50E-78,290,PYS39933.1,62.1,2.80E-88,335.5,PYS39933.1 peptidase M48 ,Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_23805_1,MER0477319_M23B,41.4,1.50E-51,201.8,WP_116810351.1,76.8,3.10E-132,481.1,WP_116810351.1 M23 family metallopeptidase ,Steroidobacter cummioxidans
H4_Bulk_Litter_24_scaffold_24000_1,MER0162003_M06,37.9,2.70E-61,234.6,WP_091311708.1,66.7,3.20E-145,524.6,WP_091311708.1 M6 family metalloprotease domain-containing protein ,Amycolatopsis tolypomycina
H4_Bulk_Litter_24_scaffold_24442_1,MER0858151_M32,52.1,6.50E-113,406,WP_044433220.1,93,6.20E-215,756.1,WP_044433220.1 carboxypeptidase M32 ,Skermanella aerolata
H4_Bulk_Litter_24_scaffold_24471_1,MER0174751_M28B,34.5,1.40E-57,222.2,RMG56216.1,41.5,2.40E-76,295.8,RMG56216.1 M28 family peptidase ,Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_24567_2,MER0259416_M28X,35.1,2.60E-40,164.5,WP_090721121.1,55.1,2.40E-81,312,WP_090721121.1 M28 family peptidase ,Nitrosomonas sp. Nm166
H4_Bulk_Litter_24_scaffold_24640_1,MER0283919_S41A,68.5,4.40E-138,489.6,WP_027300404.1,74.9,1.30E-156,562.4,WP_027300404.1 S41 family peptidase ,Rhodospirillales bacterium URHD0088
H4_Bulk_Litter_24_scaffold_24996_2,MER0892635_M50B,29.4,2.10E-19,95.1,PYS25287.1,64.6,2.10E-107,398.7,PYS25287.1 RIP metalloprotease RseP ,Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_25133_1,MER0903646_M61,42.8,6.40E-47,186.4,PZS25033.1,76.8,6.70E-119,436.8,PZS25033.1 peptidase S1 ,Pseudonocardiales bacterium
H4_Bulk_Litter_24_scaffold_25239_2,MER0743222_C82A,59.6,1.30E-101,368.2,WP_079603227.1,66.1,1.30E-120,442.6,"WP_079603227.1 murein L,D-transpeptidase ",Bradyrhizobium erythrophlei
H4_Bulk_Litter_24_scaffold_25245_1,MER0131755_M28A,60.5,4.50E-122,436.4,ALS90855.1,62.8,5.80E-120,440.7,"ALS90855.1 peptidase family M28, partial ",uncultured bacterium
H4_Bulk_Litter_24_scaffold_2530_4,MER0334064_S26A,38.8,1.10E-21,101.7,WP_033357829.1,70.8,2.80E-63,251.1,WP_033357829.1 signal peptidase I ,Dactylosporangium aurantiacum
H4_Bulk_Litter_24_scaffold_25742_1,MER0046817_M48C,35.4,3.70E-27,120.9,GBC96758.1,40.4,1.30E-59,240,GBC96758.1 Beta-barrel assembly-enhancing protease ,bacterium HR16
H4_Bulk_Litter_24_scaffold_25769_1,MER0239966_S08A,48.6,3.80E-76,283.9,WP_013623097.1,48.6,9.20E-73,283.9,WP_013623097.1 S8 family peptidase ,Deinococcus proteolyticus
H4_Bulk_Litter_24_scaffold_26184_1,MER0738298_C82A,60.4,3.40E-63,240,WP_111385364.1,68.9,6.10E-63,250.4,"WP_111385364.1 L,D-transpeptidase ",Rhodoplanes piscinae
H4_Bulk_Litter_24_scaffold_26357_1,MER0368261_S01E,77.6,1.10E-120,431.4,WP_081223590.1,96,4.50E-152,547,WP_081223590.1 trypsin-like serine protease ,Streptomyces sp. M41(2017)
H4_Bulk_Litter_24_scaffold_26376_2,MER0088776_M24A,58,4.50E-82,303.1,SNX95688.1,91.8,5.10E-145,523.5,SNX95688.1 methionyl aminopeptidase ,Geodermatophilus sabuli
H4_Bulk_Litter_24_scaffold_26408_3,MER0033995_M02,67,3.90E-38,155.6,WP_108069893.1,71.1,7.80E-37,162.5,WP_108069893.1 peptidase M2 family protein ,Vitiosangium sp. GDMCC 1.1324
H4_Bulk_Litter_24_scaffold_2643_2,MER0993274_S09A,47.3,1.30E-196,684.9,RKU07219.1,60.2,1.30E-252,882.1,RKU07219.1 oligopeptidase B ,Candidatus Poribacteria bacterium
H4_Bulk_Litter_24_scaffold_26544_1,MER0334064_S26A,32.5,4.70E-19,93.2,WP_053227825.1,88.8,1.10E-95,359,WP_053227825.1 signal peptidase I ,Solirubrobacter soli
H4_Bulk_Litter_24_scaffold_26699_1,MER1015750_S14,31.6,3.30E-09,60.5,WP_056135310.1,100,1.70E-101,378.3,WP_056135310.1 MULTISPECIES: peptidase S14 ,Massilia
H4_Bulk_Litter_24_scaffold_26973_2,MER0461723_C82B,65.3,2.20E-88,323.9,WP_028349301.1,86.7,4.30E-119,437.2,"WP_028349301.1 L,D-transpeptidase ",Bradyrhizobium elkanii
H4_Bulk_Litter_24_scaffold_27207_1,MER0858151_M32,41.1,4.70E-57,219.9,WP_111325316.1,70.1,3.10E-115,424.5,WP_111325316.1 carboxypeptidase M32 ,Thermosporothrix hazakensis
H4_Bulk_Litter_24_scaffold_27310_1,MER0387382_M23B,57.7,3.90E-29,126.7,WP_113783339.1,54.9,4.70E-57,230.7,WP_113783339.1 M23 family metallopeptidase ,Geodermatophilus sp. TF02-6
H4_Bulk_Litter_24_scaffold_27965_1,MER0283204_S41A,58.6,1.40E-118,424.9,PYT31409.1,73.1,1.20E-157,565.8,PYT31409.1 S41 family peptidase ,Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_28039_1,MER0222684_M04,76.1,8.00E-156,548.5,WP_033363699.1,81.8,2.10E-162,581.6,WP_033363699.1 peptidase M4 ,Dactylosporangium aurantiacum
H4_Bulk_Litter_24_scaffold_28122_1,MER0308168_S41A,38.1,1.10E-56,219.2,WP_028061658.1,72,1.30E-148,535.8,WP_028061658.1 S41 family peptidase ,Solirubrobacter sp. URHD0082
H4_Bulk_Litter_24_scaffold_2851_1,MER0280934_M01,49.4,3.30E-124,443.7,WP_084180611.1,59.7,7.90E-153,550.1,WP_084180611.1 M1 family peptidase ,Jatrophihabitans endophyticus
H4_Bulk_Litter_24_scaffold_28632_2,MER0251019_M24A,62.2,1.10E-84,311.6,WP_125038981.1,75.4,2.60E-111,411.4,WP_125038981.1 type I methionyl aminopeptidase ,Nocardioides sp. LS1
H4_Bulk_Litter_24_scaffold_29513_1,MER0065537_M48C,57.9,1.20E-97,355.1,PYT28052.1,75.2,3.00E-126,461.5,PYT28052.1 peptidase M48 ,Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_29812_1,MER0835383_M14A,37.8,2.00E-37,155.2,XP_013401045.1,47.1,2.20E-87,332.4,XP_013401045.1 carboxypeptidase B-like ,Lingula anatina
H4_Bulk_Litter_24_scaffold_29924_1,MER0062937_S08A,27.4,5.50E-24,110.5,XP_004358308.1,60.2,4.00E-110,407.9,XP_004358308.1 papain family cysteine protease subfamily protein ,Acanthamoeba castellanii str. Neff
H4_Bulk_Litter_24_scaffold_29932_1,MER1048052_S26A,46.1,1.40E-16,84.7,AGL20378.1,82.6,2.80E-76,294.3,AGL20378.1 signal peptidase I ,Actinoplanes sp. N902-109
H4_Bulk_Litter_24_scaffold_30316_2,MER0096899_S14,30.6,5.30E-11,66.6,SFT67835.1,100,1.80E-110,408.3,"SFT67835.1 ATP-dependent Clp protease, protease subunit ",Arthrobacter sp. ov118
H4_Bulk_Litter_24_scaffold_30646_1,MER0307117_S41A,37.4,1.40E-56,218.8,WP_028061658.1,81.1,1.50E-168,602.1,WP_028061658.1 S41 family peptidase ,Solirubrobacter sp. URHD0082
H4_Bulk_Litter_24_scaffold_30666_1,MER0144643_S53,85.3,8.70E-101,365.2,WP_057583283.1,88.9,1.40E-101,379,WP_057583283.1 serine protease ,Streptomyces sp. Root264
H4_Bulk_Litter_24_scaffold_30690_2,MER0132509_S12,50.5,1.90E-26,117.1,PRY50242.1,55.1,4.30E-26,127.1,PRY50242.1 D-alanyl-D-alanine carboxypeptidase ,Geodermatophilus tzadiensis
H4_Bulk_Litter_24_scaffold_30716_1,MER0130779_C40,35.3,7.60E-18,90.1,WP_116572571.1,53.1,1.60E-95,359.4,WP_116572571.1 M15 family peptidase ,Nocardioides sp. WSJ-1
H4_Bulk_Litter_24_scaffold_30722_2,MER0285391_M48C,64.7,3.00E-96,350.1,WP_086105152.1,68.2,2.10E-100,375.2,WP_086105152.1 M48 family peptidase ,Chitinophagaceae bacterium IBVUCB2
H4_Bulk_Litter_24_scaffold_30856_1,MER0187825_M04,83,3.50E-169,592.8,WP_081219523.1,91.1,1.60E-180,641.7,WP_081219523.1 peptidase M4 ,Streptomyces sp. M41(2017)
H4_Bulk_Litter_24_scaffold_31397_2,MER0088776_M24A,60,6.20E-84,309.3,WP_034941982.1,99.6,1.50E-149,538.5,WP_034941982.1 type I methionyl aminopeptidase ,Geodermatophilaceae bacterium URHB0062
H4_Bulk_Litter_24_scaffold_31510_1,MER0283204_S41A,57.5,4.20E-117,419.9,PYT31409.1,72.3,5.70E-157,563.5,PYT31409.1 S41 family peptidase ,Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_31897_1,MER0239579_S41A,43,2.90E-78,290.8,WP_076343622.1,61.2,6.80E-118,433.7,WP_076343622.1 tail-specific protease ,Paludisphaera borealis
H4_Bulk_Litter_24_scaffold_31999_1,MER0125509_M24B,52.4,4.50E-19,92,PYR91163.1,91.6,1.30E-40,174.9,PYR91163.1 aminopeptidase P family protein ,Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_3216_2,MER0367418_M41,70,1.60E-210,730.7,WP_088560421.1,83.4,1.40E-252,881.7,WP_088560421.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Arboricoccus pini
H4_Bulk_Litter_24_scaffold_32216_2,MER0093861_M43B,48.2,3.10E-17,86.7,WP_112246128.1,50.4,1.40E-15,92.4,WP_112246128.1 zinc metalloprotease ,Kribbella sp. NEAU-SW521
H4_Bulk_Litter_24_scaffold_32472_1,MER0050675_S08A,44.7,3.80E-70,263.8,RUS17373.1,73.2,9.00E-147,529.6,RUS17373.1 peptidase S8/S53 domain-containing protein ,Endogone sp. FLAS-F59071
H4_Bulk_Litter_24_scaffold_32697_2,MER0464029_C82A,51.7,8.80E-87,318.9,PYR70560.1,62.5,1.50E-97,365.9,"PYR70560.1 murein L,D-transpeptidase ",Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_32887_1,MER0491442_S14,29,3.00E-08,57.4,OAI54925.1,79.6,1.00E-83,319.3,OAI54925.1 ATP-dependent Clp protease proteolytic subunit ,Gaiella sp. SCGC AG-212-M14
H4_Bulk_Litter_24_scaffold_3339_1,MER0984347_S08A,43.2,7.30E-145,513.1,WP_114027677.1,55.8,6.30E-208,733.8,WP_114027677.1 peptidase S8 and S53 subtilisin kexin sedolisin ,Sphaerisporangium album
H4_Bulk_Litter_24_scaffold_33494_1,MER0211350_S01C,39.9,3.90E-59,227.3,AUN37561.1,56.2,1.60E-103,386,AUN37561.1 serine protease ,uncultured bacterium
H4_Bulk_Litter_24_scaffold_33587_1,MER0062937_S08A,33.3,1.40E-23,109,ABL74967.1,54.7,2.50E-87,332,ABL74967.1 cysteine protease ,Acanthamoeba castellanii
H4_Bulk_Litter_24_scaffold_33640_1,MER0050195_M20F,38,1.90E-46,184.9,WP_044431373.1,91.1,1.30E-170,608.6,WP_044431373.1 dipeptidase ,Skermanella aerolata
H4_Bulk_Litter_24_scaffold_33746_1,MER0062937_S08A,35.1,1.80E-24,112.1,ABL74967.1,53.2,6.90E-83,317.4,ABL74967.1 cysteine protease ,Acanthamoeba castellanii
H4_Bulk_Litter_24_scaffold_34217_1,MER0296331_M48B,49.3,2.40E-62,237.7,WP_088285639.1,81.3,1.80E-121,445.3,WP_088285639.1 zinc metalloprotease HtpX ,Kineosporia sp. A_224
H4_Bulk_Litter_24_scaffold_3430_1,MER0042310_M41,51.4,9.40E-176,615.5,GCE52577.1,60.2,4.30E-211,744.2,GCE52577.1 ATP-dependent zinc metalloprotease FtsH ,Capsulimonas corticalis
H4_Bulk_Litter_24_scaffold_34743_1,MER0255481_S41A,66.5,6.20E-123,439.1,SFC71529.1,67.4,9.40E-122,446.4,SFC71529.1 carboxyl-terminal processing protease ,Collimonas sp. OK412
H4_Bulk_Litter_24_scaffold_35061_1,MER0126565_S26A,35.6,1.20E-25,115.5,WP_044426238.1,92.1,1.00E-133,485.7,WP_044426238.1 signal peptidase I ,Skermanella aerolata
H4_Bulk_Litter_24_scaffold_35086_1,MER0461723_C82B,66,9.50E-29,124.4,WP_065726700.1,86.6,3.70E-39,170.2,"WP_065726700.1 L,D-transpeptidase ",Bradyrhizobium icense
H4_Bulk_Litter_24_scaffold_35246_1,MER0364071_C01A,34.4,7.00E-23,106.7,ABL74967.1,52.1,6.00E-89,337.4,ABL74967.1 cysteine protease ,Acanthamoeba castellanii
H4_Bulk_Litter_24_scaffold_35346_1,MER0497521_M06,69.1,1.50E-140,497.7,WP_052386584.1,82.6,7.80E-172,612.8,WP_052386584.1 peptidase M6 immune inhibitor A ,Dactylosporangium aurantiacum
H4_Bulk_Litter_24_scaffold_35802_1,MER0035435_M06,73.5,7.00E-154,542,WP_028062529.1,79.4,7.60E-167,596.3,WP_028062529.1 M6 family metalloprotease domain-containing protein ,Solirubrobacter soli
H4_Bulk_Litter_24_scaffold_3597_1,MER0100619_M41,69.8,3.20E-258,889.4,WP_037019979.1,91.3,0,1146.7,WP_037019979.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Rhizobiales bacterium YIM 77505
H4_Bulk_Litter_24_scaffold_36035_1,MER0037358_C82A,48.1,1.80E-85,314.7,RKS74039.1,62.9,5.00E-115,424.1,RKS74039.1 lipoprotein-anchoring transpeptidase ErfK/SrfK ,Motilibacter peucedani
H4_Bulk_Litter_24_scaffold_36071_1,MER0488759_S01A,34.2,2.60E-36,151,PLS78397.1,42,9.40E-45,190.3,PLS78397.1 serine protease ,Chloroflexi bacterium
H4_Bulk_Litter_24_scaffold_36090_1,MER0285391_M48C,62.3,3.40E-92,337,WP_018612121.1,76.3,1.90E-106,395.6,WP_018612121.1 M48 family peptidase ,Segetibacter koreensis
H4_Bulk_Litter_24_scaffold_3619_1,MER0877058_M41,66.4,4.80E-236,815.8,WP_084181331.1,84.4,0,1104,WP_084181331.1 ATP-dependent zinc metalloprotease FtsH ,Jatrophihabitans endophyticus
H4_Bulk_Litter_24_scaffold_36719_2,MER0071557_S01B,38,6.30E-21,99.4,RTL25905.1,73.1,3.90E-61,244.2,RTL25905.1 trypsin-like serine protease ,Burkholderiales bacterium
H4_Bulk_Litter_24_scaffold_37118_1,MER0088498_M48C,56.1,3.70E-107,386.7,WP_012096533.1,56.1,9.00E-104,386.7,WP_012096533.1 peptidase M48 ,Anaeromyxobacter sp. Fw109-5
H4_Bulk_Litter_24_scaffold_37120_1,MER0196622_M79,40.2,0.00013,45.4,WP_110908900.1,39.6,2.20E-23,119,WP_110908900.1 CPBP family intramembrane metalloprotease ,Geodermatophilus sp. DSM 44511
H4_Bulk_Litter_24_scaffold_37127_2,MER0129123_M50B,40,1.80E-12,70.5,WP_079549663.1,86,1.20E-40,175.3,WP_079549663.1 site-2 protease family protein ,Arthrobacter sp. 49Tsu3.1M3
H4_Bulk_Litter_24_scaffold_3739_1,MER0075236_M24B,53.7,4.30E-91,333.2,SDO66185.1,79.3,4.20E-137,497.3,SDO66185.1 Xaa-Pro aminopeptidase ,Nocardioides szechwanensis
H4_Bulk_Litter_24_scaffold_37621_1,MER0304952_S41A,41,1.50E-60,231.9,WP_053225876.1,81.5,1.40E-152,548.9,WP_053225876.1 S41 family peptidase ,Solirubrobacter soli
H4_Bulk_Litter_24_scaffold_37712_2,MER0118083_M06,64.9,1.90E-82,304.3,WP_030196312.1,65.3,4.90E-81,310.8,WP_030196312.1 M6 family metalloprotease domain-containing protein ,Corynebacterium variabile
H4_Bulk_Litter_24_scaffold_37717_1,MER0407412_S01C,57.3,1.00E-93,342,OLB72848.1,75.9,1.10E-130,476.1,OLB72848.1 serine peptidase ,Alphaproteobacteria bacterium 13_2_20CM_2_64_7
H4_Bulk_Litter_24_scaffold_37735_1,MER0059511_S08A,54.5,1.20E-57,222.2,RMH39226.1,48.2,1.10E-64,256.9,RMH39226.1 peptidase S8 ,Deltaproteobacteria bacterium
H4_Bulk_Litter_24_scaffold_38119_1,MER0144739_M19,43.4,9.70E-36,149.4,POR34401.1,58.6,4.00E-64,255,"POR34401.1 Aminopeptidase 2, mitochondrial, partial ",Tolypocladium paradoxum
H4_Bulk_Litter_24_scaffold_3829_1,MER0100619_M41,66.4,1.50E-229,794.3,WP_027299356.1,89.8,0,1111.7,WP_027299356.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Rhodospirillales bacterium URHD0088
H4_Bulk_Litter_24_scaffold_38402_1,MER0128503_S08A,44.6,1.00E-25,115.5,WP_088818900.1,43.7,2.70E-24,122.1,WP_088818900.1 peptidase ,Kytococcus aerolatus
H4_Bulk_Litter_24_scaffold_38493_1,MER0304952_S41A,38.1,3.70E-51,200.7,WP_053225876.1,94.5,5.10E-176,626.7,WP_053225876.1 S41 family peptidase ,Solirubrobacter soli
H4_Bulk_Litter_24_scaffold_38513_1,MER0003364_M18,80.1,6.90E-57,218.4,WP_110317506.1,94.9,2.50E-65,257.7,WP_110317506.1 M18 family aminopeptidase ,Mycolicibacterium moriokaense
H4_Bulk_Litter_24_scaffold_38540_1,MER0127579_S26A,34.4,1.60E-10,64.7,SDS20982.1,75.3,1.20E-64,255.8,SDS20982.1 signal peptidase I Serine peptidase. MEROPS family S26A ,Friedmanniella luteola
H4_Bulk_Litter_24_scaffold_38669_1,MER0407412_S01C,52.2,1.80E-77,288.1,OLB72848.1,73.4,8.80E-112,413.3,OLB72848.1 serine peptidase ,Alphaproteobacteria bacterium 13_2_20CM_2_64_7
H4_Bulk_Litter_24_scaffold_38929_2,MER1080182_S54,43.1,2.10E-30,131,WP_109044855.1,86.7,1.90E-93,351.7,WP_109044855.1 rhomboid family intramembrane serine protease ,Pseudarthrobacter sp. AG30
H4_Bulk_Litter_24_scaffold_38933_1,MER0088776_M24A,58.8,3.30E-82,303.5,SOD94073.1,93.5,1.10E-147,532.3,"SOD94073.1 methionine aminopeptidase, type I ",Blastococcus sp. DSM 44270
H4_Bulk_Litter_24_scaffold_39130_2,MER0317497_M81,31.1,8.50E-25,112.5,WP_044435485.1,90.9,3.00E-113,417.5,WP_044435485.1 M81 family peptidase ,Skermanella aerolata
H4_Bulk_Litter_24_scaffold_40325_1,MER0115822_C15,44.3,1.30E-29,128.3,WP_025356359.1,60.8,2.60E-47,198.4,WP_025356359.1 pyroglutamyl-peptidase I ,Kutzneria albida
H4_Bulk_Litter_24_scaffold_40554_1,MER1061188_S41A,30.1,2.70E-11,68.2,PRP89322.1,23.2,3.70E-11,79,PRP89322.1 peptidase S41 ,Planoprotostelium fungivorum
H4_Bulk_Litter_24_scaffold_4087_2,MER0117355_M17,66.2,2.20E-108,390.6,WP_111765350.1,78.6,1.50E-128,468.8,WP_111765350.1 leucyl aminopeptidase ,Nakamurella sp. 12Sc4-1
H4_Bulk_Litter_24_scaffold_41138_1,MER0997778_S09B,33.9,1.30E-29,129,WP_093136474.1,33.6,1.70E-27,133.3,WP_093136474.1 S9 family peptidase ,Pseudoxanthomonas sp. GM95
H4_Bulk_Litter_24_scaffold_4143_2,MER0871442_M38,38.6,9.60E-08,56.6,PYQ59303.1,94.8,8.40E-204,719.2,PYQ59303.1 beta-aspartyl-peptidase ,Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_41558_2,MER0499127_P01,48.1,1.40E-32,138.3,WP_068295012.1,67.6,3.00E-70,274.6,WP_068295012.1 peptidase S58 family protein ,Labrys sp. WJW
H4_Bulk_Litter_24_scaffold_41598_1,MER0716095_C39,58.7,5.50E-62,236.1,WP_013031248.1,68.7,3.80E-69,271.2,WP_013031248.1 peptidase C39 ,Nitrosococcus halophilus
H4_Bulk_Litter_24_scaffold_41898_1,MER0051194_M20A,62.4,3.30E-36,149.4,PYR63212.1,76.1,9.40E-42,179.1,PYR63212.1 peptidase M20 ,Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_4648_1,MER0075547_M36,46,6.80E-150,529.6,PYT43543.1,55.8,3.60E-202,714.5,PYT43543.1 peptidase M36 ,Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_4710_2,MER0283977_S53,46.5,3.40E-114,410.6,SPJ15242.1,51.9,4.80E-135,491.1,SPJ15242.1 putative Tripeptidyl-peptidase I ,Syntrophobacter sp. SbD2
H4_Bulk_Litter_24_scaffold_4742_4,MER1070544_S49A,46.9,3.70E-23,105.9,WP_020475386.1,64.6,2.40E-28,134.4,WP_020475386.1 S49 family peptidase ,Zavarzinella formosa
H4_Bulk_Litter_24_scaffold_4745_1,MER0100619_M41,64.5,8.90E-232,801.6,WP_088560421.1,81.7,1.30E-297,1031.6,WP_088560421.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Arboricoccus pini
H4_Bulk_Litter_24_scaffold_4932_3,MER0964484_S01B,43.2,1.10E-63,242.3,PYS88718.1,64.2,2.70E-105,391.7,PYS88718.1 serine protease ,Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_5086_2,MER0138766_M41,61.6,3.00E-194,676.8,REJ79940.1,77.7,1.50E-257,898.3,REJ79940.1 ATP-dependent zinc metalloprotease FtsH ,Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_5565_1,MER0100619_M41,72.3,1.30E-259,894,WP_037019979.1,93.1,0,1137.9,WP_037019979.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Rhizobiales bacterium YIM 77505
H4_Bulk_Litter_24_scaffold_55713_1,MER0140630_S09B,42.3,4.00E-11,67,XP_015264090.1,30.9,3.50E-18,101.7,XP_015264090.1 PREDICTED: dipeptidyl peptidase 4 ,Gekko japonicus
H4_Bulk_Litter_24_scaffold_5810_1,MER0469854_M15C,59.6,8.20E-42,168.3,PTX35670.1,70.8,8.60E-50,206.1,PTX35670.1 D-alanyl-D-alanine carboxypeptidase-like protein ,Nocardioides sp. CF167
H4_Bulk_Litter_24_scaffold_60183_2,MER0054286_S41A,65.8,9.40E-75,278.5,PWB58930.1,69.1,9.00E-76,293.1,PWB58930.1 peptidase S41 ,Nitrosomonadales bacterium
H4_Bulk_Litter_24_scaffold_6266_1,MER0314625_S53,29.6,6.40E-53,207.2,WP_035466172.1,46,3.10E-122,448.7,WP_035466172.1 peptidase S53 ,Alicyclobacillus pomorum
H4_Bulk_Litter_24_scaffold_6370_1,MER0186198_M04,83.6,2.00E-256,883.2,WP_069765621.1,99.5,9.60E-297,1028.5,WP_069765621.1 peptidase M4 ,Streptomyces sp. LUP47B
H4_Bulk_Litter_24_scaffold_63870_1,MER0107669_M43B,65,3.90E-52,203.4,WP_046710735.1,67.1,3.80E-50,208,WP_046710735.1 zinc metalloprotease ,Myxococcus fulvus
H4_Bulk_Litter_24_scaffold_6655_1,MER0088498_M48C,53.8,2.70E-143,507.3,WP_012096533.1,53.8,6.50E-140,507.3,WP_012096533.1 peptidase M48 ,Anaeromyxobacter sp. Fw109-5
H4_Bulk_Litter_24_scaffold_71398_1,MER0337316_S41A,96.5,4.30E-216,748.8,WP_106945024.1,97.5,5.00E-215,756.5,WP_106945024.1 S41 family peptidase ,Bradyrhizobium sp. MOS002
H4_Bulk_Litter_24_scaffold_7162_1,MER0041548_S08A,32.6,4.60E-62,237.7,RKP10271.1,34.1,1.60E-73,287,RKP10271.1 peptidase S8/S53 domain-containing protein ,Thamnocephalis sphaerospora
H4_Bulk_Litter_24_scaffold_7483_1,MER0962725_S01C,61.1,4.90E-164,576.2,OJW21487.1,62.5,5.60E-171,610.5,OJW21487.1 serine protease ,Planctomycetales bacterium 71-10
H4_Bulk_Litter_24_scaffold_7488_4,MER0078446_S09C,73.1,5.90E-25,111.3,KQW43828.1,76.1,7.70E-23,115.5,KQW43828.1 peptidase S9C family protein ,Pelomonas sp. Root405
H4_Bulk_Litter_24_scaffold_7788_2,MER0338392_S41A,37.6,3.10E-58,224.6,AUN37316.1,66.5,1.50E-156,562.4,AUN37316.1 carboxyl-terminal protease ,uncultured bacterium
H4_Bulk_Litter_24_scaffold_8322_2,MER0187877_M12A,44.8,5.60E-19,92,WP_104977007.1,58.1,7.00E-28,132.9,WP_104977007.1 serine protease ,Sorangium cellulosum
H4_Bulk_Litter_24_scaffold_8457_1,MER0314634_S53,38.3,9.60E-70,263.1,PYX38513.1,60.1,6.60E-178,633.6,PYX38513.1 peptidase S53 ,Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_8505_1,MER0133428_S15,29.2,1.60E-59,229.2,XP_013759581.1,38.4,1.50E-100,376.7,XP_013759581.1 X-Pro dipeptidyl-peptidase domain-containing protein ,Thecamonas trahens ATCC 50062
H4_Bulk_Litter_24_scaffold_8665_2,MER0889328_M48C,45.6,6.20E-55,213,RIK41101.1,62,5.40E-94,354,RIK41101.1 peptidase M48 Ste24p ,Chloroflexi bacterium
H4_Bulk_Litter_24_scaffold_8720_2,MER0889328_M48C,44.8,8.00E-55,212.6,RIK41101.1,60.9,2.50E-91,345.1,RIK41101.1 peptidase M48 Ste24p ,Chloroflexi bacterium
H4_Bulk_Litter_24_scaffold_9155_1,MER0397169_S26A,34,1.00E-16,85.1,OLD99414.1,78.2,1.90E-69,271.6,OLD99414.1 signal peptidase I ,Actinobacteria bacterium 13_1_20CM_4_69_9
H4_Bulk_Litter_24_scaffold_9239_1,MER0220261_S53,45.4,9.20E-121,432.6,PYR68482.1,65.4,1.10E-193,686,PYR68482.1 serine protease ,Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_9331_1,MER0192816_S11,76.1,9.20E-103,371.7,WP_104800187.1,81.9,3.70E-102,380.9,WP_104800187.1 peptidase S11 ,Limnohabitans sp. TS-CS-82
